amount,category,mandate_variant,debit_type,seq_type,freq_type,up_to_40_years,start_date,upto_date,status
75067.39,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,SEMI_ANNUALLY,False,2023-07-06,2025-05-24,REJECTED
88973.55,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,QUARTERLY,False,2023-10-15,2024-01-16,APPROVED
89846.02,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,INTRA_DAY,False,2023-07-02,2025-07-28,REJECTED
31191.27,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,DAILY,False,2023-01-16,2025-05-02,APPROVED
66928.4,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,False,2023-11-30,2026-06-22,REJECTED
88533.7,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,SEMI_ANNUALLY,False,2023-11-12,2029-04-16,APPROVED
62865.94,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,ADHO,False,2023-09-24,2026-02-12,REJECTED
43319.32,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,YEARLY,False,2023-05-09,2025-10-27,APPROVED
29929.83,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,MONTHLY,True,2023-09-20,2028-03-04,APPROVED
60786.74,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,SEMI_ANNUALLY,False,2023-01-21,2027-07-16,REJECTED
93157.81,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,YEARLY,True,2023-11-03,2027-12-08,APPROVED
50732.53,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,MONTHLY,True,2023-10-16,2028-03-29,REJECTED
3151.58,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,False,2023-02-17,2025-04-21,APPROVED
27726.51,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,ADHO,True,2023-06-01,2024-10-13,APPROVED
12088.82,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,ADHO,False,2023-09-26,2027-04-13,APPROVED
84259.47,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,DAILY,False,2023-11-24,2024-08-29,REJECTED
78250.77,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,YEARLY,False,2023-04-14,2024-04-20,REJECTED
13390.34,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,QUARTERLY,False,2023-01-21,2028-02-20,APPROVED
25058.36,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,ADHO,False,2023-01-20,2023-10-28,APPROVED
99759.81,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,WEEKLY,False,2023-05-05,2027-12-22,REJECTED
71498.48,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,BY_MONTHLY,False,2023-06-21,2024-07-31,REJECTED
56717.52,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,WEEKLY,False,2023-10-26,2029-11-15,REJECTED
4228.77,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,MONTHLY,False,2023-12-05,2024-09-11,APPROVED
96907.64,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,True,2023-03-17,2025-01-23,REJECTED
67574.91,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,SEMI_ANNUALLY,True,2023-05-21,2025-10-22,REJECTED
5301.27,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,BY_MONTHLY,False,2023-06-04,2027-09-25,APPROVED
48599.28,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,BY_MONTHLY,False,2023-05-04,2025-03-11,APPROVED
5271.54,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,QUARTERLY,False,2023-03-30,2026-02-25,APPROVED
54514.2,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,WEEKLY,True,2023-08-15,2025-01-27,REJECTED
17286.59,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,QUARTERLY,False,2023-10-05,2028-03-10,APPROVED
11332.71,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,DAILY,True,2023-03-31,2027-03-23,APPROVED
48999.86,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,MONTHLY,True,2023-12-31,2024-06-22,APPROVED
55646.95,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,YEARLY,True,2023-06-24,2027-05-31,REJECTED
31918.38,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,INTRA_DAY,False,2023-03-12,2027-08-09,APPROVED
51215.13,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,WEEKLY,False,2023-11-02,2024-08-29,REJECTED
16786.79,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,WEEKLY,False,2023-09-18,2023-10-21,APPROVED
45150.0,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,SEMI_ANNUALLY,False,2023-06-16,2029-10-07,APPROVED
92747.37,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,SEMI_ANNUALLY,False,2023-04-09,2027-02-18,REJECTED
62207.76,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,YEARLY,False,2023-05-10,2027-02-28,REJECTED
62091.21,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,WEEKLY,False,2023-02-04,2024-09-06,REJECTED
62053.11,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,YEARLY,False,2023-05-28,2027-10-06,REJECTED
95339.21,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,MONTHLY,True,2023-10-29,2029-09-30,REJECTED
80026.09,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,INTRA_DAY,False,2023-01-28,2025-04-23,REJECTED
9387.83,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,INTRA_DAY,True,2023-11-07,2024-03-21,APPROVED
16960.15,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,SEMI_ANNUALLY,False,2023-05-30,2029-04-10,APPROVED
70715.48,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,SEMI_ANNUALLY,True,2023-02-24,2024-04-14,REJECTED
14781.47,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,SEMI_ANNUALLY,True,2023-11-16,2028-04-12,APPROVED
91332.99,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,ADHO,False,2023-07-21,2023-12-21,REJECTED
64790.7,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,DAILY,True,2023-02-04,2027-05-07,REJECTED
75732.53,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,SEMI_ANNUALLY,True,2023-10-11,2026-04-11,REJECTED
98437.93,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,MONTHLY,True,2023-09-13,2027-09-18,REJECTED
98757.87,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,WEEKLY,False,2023-11-02,2025-05-20,REJECTED
89963.47,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,YEARLY,False,2024-01-01,2025-07-08,REJECTED
48920.73,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,SEMI_ANNUALLY,False,2023-10-22,2027-12-03,APPROVED
91273.62,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,ADHO,False,2023-03-29,2024-02-25,REJECTED
86992.38,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,DAILY,False,2023-10-06,2028-03-21,REJECTED
1024.55,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,BY_MONTHLY,False,2023-01-22,2024-11-29,APPROVED
49013.35,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,QUARTERLY,True,2023-06-23,2026-04-27,APPROVED
87311.64,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,ADHO,True,2023-07-02,2025-08-15,REJECTED
56757.6,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,YEARLY,False,2023-03-31,2024-12-08,REJECTED
97074.17,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,DAILY,False,2023-09-02,2027-05-02,REJECTED
30708.71,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,BY_MONTHLY,True,2023-09-19,2029-04-21,APPROVED
13671.35,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,INTRA_DAY,True,2023-07-10,2025-01-25,APPROVED
32836.73,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,SEMI_ANNUALLY,True,2023-05-28,2025-08-30,APPROVED
23359.14,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,BY_MONTHLY,False,2023-01-08,2026-08-02,APPROVED
91471.37,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,SEMI_ANNUALLY,True,2023-05-29,2023-12-09,REJECTED
6549.05,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,MONTHLY,False,2023-04-10,2028-09-29,APPROVED
43057.2,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,ADHO,False,2023-01-18,2029-02-27,APPROVED
88899.59,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,YEARLY,False,2023-03-17,2028-09-16,APPROVED
64942.85,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,ADHO,False,2023-10-17,2025-05-30,APPROVED
59173.39,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,INTRA_DAY,False,2023-11-03,2024-10-25,REJECTED
11967.47,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,ADHO,False,2023-03-29,2028-07-02,APPROVED
10722.0,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,ADHO,True,2023-02-10,2026-04-18,APPROVED
72383.8,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,DAILY,False,2023-08-23,2029-02-23,REJECTED
65709.22,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,DAILY,True,2023-04-04,2025-07-11,REJECTED
26028.26,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,INTRA_DAY,True,2023-06-08,2028-05-17,APPROVED
32407.31,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,SEMI_ANNUALLY,False,2023-12-31,2026-08-28,APPROVED
14421.99,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,QUARTERLY,False,2023-03-29,2029-06-16,APPROVED
46014.11,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,WEEKLY,True,2023-09-10,2028-03-15,APPROVED
3736.03,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,YEARLY,True,2023-05-07,2028-11-29,APPROVED
40700.67,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,MONTHLY,False,2023-06-21,2026-06-15,APPROVED
17340.88,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,BY_MONTHLY,False,2023-02-12,2029-01-10,APPROVED
75935.34,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,DAILY,False,2023-02-24,2024-05-02,REJECTED
2408.69,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,WEEKLY,False,2023-05-23,2027-06-13,APPROVED
1004.34,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,INTRA_DAY,True,2023-05-20,2026-06-04,APPROVED
66754.49,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,WEEKLY,True,2023-10-12,2027-04-28,APPROVED
79436.03,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,YEARLY,False,2023-06-22,2027-09-12,REJECTED
19626.02,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,SEMI_ANNUALLY,True,2023-10-22,2027-12-10,APPROVED
34036.26,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,ADHO,False,2023-06-24,2023-08-29,APPROVED
72609.28,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,True,2023-12-20,2029-10-22,REJECTED
32000.34,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,SEMI_ANNUALLY,True,2023-09-03,2028-10-12,APPROVED
83757.6,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,False,2023-07-27,2025-02-11,REJECTED
67024.87,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,DAILY,True,2023-02-18,2026-04-11,REJECTED
69751.98,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,False,2023-02-04,2027-10-21,REJECTED
75722.56,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,DAILY,True,2023-03-28,2028-08-29,REJECTED
54833.86,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,MONTHLY,False,2023-01-25,2029-11-24,APPROVED
27420.95,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,YEARLY,False,2023-11-11,2027-05-30,APPROVED
15823.72,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,WEEKLY,False,2023-09-17,2029-12-23,APPROVED
51486.26,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,MONTHLY,True,2023-06-13,2026-07-17,APPROVED
10771.58,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,DAILY,False,2023-05-02,2028-09-28,APPROVED
89001.24,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,INTRA_DAY,True,2023-08-17,2025-06-06,REJECTED
14062.28,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,YEARLY,False,2023-06-12,2028-04-29,APPROVED
99903.59,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,WEEKLY,False,2023-09-07,2024-12-12,APPROVED
6426.98,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,SEMI_ANNUALLY,False,2023-01-18,2029-12-13,APPROVED
47849.43,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,YEARLY,True,2023-04-06,2025-09-05,APPROVED
95259.38,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,SEMI_ANNUALLY,True,2023-12-05,2027-05-11,REJECTED
13761.15,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,DAILY,False,2023-12-28,2025-01-30,APPROVED
2356.34,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,BY_MONTHLY,True,2023-12-04,2029-06-09,APPROVED
13485.91,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,QUARTERLY,True,2023-11-02,2024-10-07,APPROVED
33181.18,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,INTRA_DAY,True,2023-03-24,2029-07-17,APPROVED
44638.67,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,INTRA_DAY,False,2023-08-03,2025-09-29,APPROVED
28534.28,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,MONTHLY,True,2023-08-30,2028-06-02,APPROVED
90516.88,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,ADHO,False,2023-05-24,2029-05-21,REJECTED
62601.72,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,ADHO,False,2023-05-18,2025-08-29,REJECTED
51628.58,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,YEARLY,True,2023-08-23,2026-08-25,REJECTED
11772.01,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,INTRA_DAY,True,2023-10-11,2029-01-18,APPROVED
80309.37,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,YEARLY,False,2023-06-25,2025-02-16,REJECTED
78135.21,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,YEARLY,False,2023-04-27,2025-06-24,REJECTED
67850.54,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,QUARTERLY,True,2023-04-27,2027-01-04,REJECTED
65377.05,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,YEARLY,True,2023-01-22,2029-02-17,REJECTED
75136.92,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,DAILY,True,2023-03-28,2028-09-01,APPROVED
20554.83,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,BY_MONTHLY,True,2023-03-02,2023-09-01,APPROVED
91135.43,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,WEEKLY,False,2023-08-14,2023-10-26,REJECTED
55320.66,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,SEMI_ANNUALLY,True,2023-02-23,2026-01-11,REJECTED
96248.11,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,DAILY,False,2023-06-14,2029-11-01,REJECTED
98418.74,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,SEMI_ANNUALLY,False,2023-10-04,2028-08-04,APPROVED
99364.82,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,INTRA_DAY,True,2023-08-24,2024-07-20,APPROVED
89209.61,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,BY_MONTHLY,False,2023-05-01,2027-05-16,REJECTED
74370.04,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,INTRA_DAY,False,2023-07-11,2027-03-08,REJECTED
81569.07,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,ONE_TIME,ADHO,True,2023-05-30,2027-10-18,REJECTED
17173.31,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,DAILY,False,2023-09-16,2028-10-30,APPROVED
35428.86,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,ADHO,False,2023-05-15,2027-07-23,APPROVED
58657.25,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,QUARTERLY,False,2023-03-12,2024-02-20,REJECTED
37403.45,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,MONTHLY,False,2023-09-22,2028-01-30,APPROVED
97116.22,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,ADHO,True,2023-11-14,2028-03-20,REJECTED
35109.45,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,DAILY,False,2023-09-30,2027-12-07,APPROVED
87131.15,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,BY_MONTHLY,False,2023-06-30,2023-12-12,REJECTED
13057.12,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,QUARTERLY,False,2023-04-20,2029-05-09,APPROVED
94823.43,INSUARANCE_PREMIUM,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,INTRA_DAY,True,2023-04-12,2028-05-12,REJECTED
26555.8,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,WEEKLY,False,2023-10-30,2027-09-17,APPROVED
42644.28,BILL_PAYMENT_CREDIT_CARD,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,ADHO,True,2023-03-14,2025-11-21,APPROVED
16534.64,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,YEARLY,False,2023-10-24,2028-02-20,APPROVED
11712.93,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,ADHO,False,2023-03-20,2029-07-31,APPROVED
40964.93,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,ONE_TIME,BY_MONTHLY,True,2023-01-24,2023-07-29,APPROVED
70733.39,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,ADHO,True,2023-08-15,2027-10-09,REJECTED
15339.36,INSUARANCE_OTHER_PAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,QUARTERLY,True,2023-09-26,2029-11-24,APPROVED
97492.02,EMI_LOAN_REPAYMENT,E_NACH_AADHAAR_NETBANKING_CREDITCARD,VARIABLE,RECURRING,WEEKLY,True,2023-01-17,2028-11-03,REJECTED
8696.38,B2B_CORPORATE,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,WEEKLY,False,2023-06-09,2025-09-25,APPROVED
74436.93,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,FIXED,RECURRING,WEEKLY,False,2023-02-09,2024-08-27,APPROVED
23867.79,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,RECURRING,BY_MONTHLY,False,2023-03-13,2029-12-20,APPROVED
58518.88,SUBSCRIPTION_FEES,E_NACH_AADHAAR_NETBANKING_CREDITCARD,ONE_TIME,ONE_TIME,DAILY,False,2023-09-17,2028-02-11,REJECTED
